,ms_subclass,ms_zoning,street,alley,land_contour,utilities,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,exter_qual,foundation,bsmt_cond,heating_qc,central_air,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,functional,fireplaces,garage_type,garage_cars,garage_qual,paved_drive,enclosed_porch,pool_area,mo_sold,yr_sold,saleprice
556,50,3,0,1,0,0,1,15,4,0,3,6,0,0,2,1,0,0,0,1,0,3,1,7,0,0,0,0,0,0,0,0,3,2008,89500
557,20,0,0,0,0,0,0,1,0,0,0,6,1,1,2,3,0,0,0,2,0,3,1,8,0,0,1,2,1,1,0,0,1,2010,199500
558,20,0,0,0,0,0,1,11,0,0,0,5,0,1,2,1,0,0,0,1,0,3,1,7,0,0,1,1,1,1,0,0,12,2008,109900
559,70,0,0,0,0,0,1,20,0,0,1,7,1,3,2,3,0,0,0,1,1,3,1,11,0,2,2,1,1,1,0,0,6,2009,234000
560,120,3,0,0,0,0,1,19,0,1,0,6,1,1,2,3,0,1,0,1,0,1,1,4,0,1,1,2,1,1,0,0,5,2006,155900
561,50,0,0,0,0,0,1,16,0,0,3,4,0,0,2,3,0,1,0,1,0,5,1,9,2,2,1,1,1,1,0,0,11,2009,161500
562,20,0,0,0,0,2,2,23,0,0,2,6,0,0,2,2,0,0,1,1,0,3,1,8,0,1,5,2,1,1,0,0,1,2009,137500
563,190,3,0,0,0,0,1,14,0,4,1,5,0,3,2,0,1,0,0,2,0,4,2,14,0,0,0,0,0,0,18,0,6,2010,76500
564,60,0,0,0,0,0,0,16,0,0,1,6,1,1,2,1,0,0,1,2,1,4,1,11,0,1,1,2,1,1,0,0,9,2007,211000
565,120,2,0,0,0,0,1,0,0,1,0,6,1,1,2,3,0,1,0,2,0,2,1,7,0,0,1,2,1,1,0,0,8,2008,181000
566,80,0,0,0,0,0,1,0,0,0,2,6,0,0,2,1,0,1,0,1,1,3,1,8,0,0,1,2,4,1,0,0,5,2008,174900
567,80,0,0,0,0,0,1,11,0,0,2,5,0,0,2,3,0,1,0,1,0,3,1,7,0,2,1,2,1,1,240,0,5,2006,164500
568,20,0,0,0,0,0,1,7,0,0,0,7,1,1,2,3,0,0,0,2,0,3,1,9,0,0,1,2,1,1,0,0,3,2010,214000
569,60,0,0,0,0,0,1,3,0,0,1,7,0,0,2,1,0,0,0,2,1,3,1,10,4,1,1,2,1,1,0,0,3,2008,185000
570,50,3,0,0,0,0,1,13,0,0,3,4,0,1,2,3,0,0,1,1,0,2,1,7,0,0,2,1,1,1,80,0,8,2008,123000
571,85,0,0,0,2,0,2,22,0,0,4,6,0,0,2,1,0,1,0,2,0,2,1,7,0,1,3,2,1,1,222,0,1,2007,183500
572,160,1,0,1,0,0,1,4,0,2,1,8,1,1,2,3,0,0,0,2,1,2,1,8,0,0,2,2,1,1,0,0,11,2007,174000
573,20,0,0,0,0,0,1,18,0,0,0,5,0,0,2,1,0,0,0,2,0,3,1,8,1,1,2,2,1,1,0,0,3,2007,130000
574,70,3,0,1,0,0,1,14,0,0,1,7,0,3,1,3,0,0,1,1,1,3,1,8,0,1,2,2,2,1,234,0,8,2006,178000
575,60,0,0,0,0,0,1,1,0,0,1,5,0,1,2,2,0,0,0,2,1,3,1,9,0,1,1,2,1,1,0,0,3,2010,189900
576,120,3,0,0,0,0,1,19,0,1,0,6,1,1,2,3,0,1,0,1,0,1,1,5,0,0,1,2,1,1,0,0,6,2009,144000
577,30,3,0,0,0,0,0,15,0,0,0,6,1,3,2,3,0,0,0,1,0,2,1,6,0,0,2,1,1,1,96,0,6,2008,120500
578,20,0,0,0,0,0,0,19,0,0,0,5,0,1,2,3,0,0,0,1,1,3,1,8,0,0,1,2,1,1,0,0,6,2009,145000
579,120,0,0,0,0,0,1,2,0,1,0,8,1,1,2,3,0,1,0,2,0,2,1,8,0,0,1,2,1,1,0,0,8,2007,251000
580,90,0,0,0,0,0,1,11,0,3,0,4,0,0,2,1,1,0,0,2,0,4,2,10,0,0,0,0,0,1,0,0,4,2010,136500
581,90,0,0,0,0,0,1,18,0,3,0,4,0,2,0,1,1,0,0,2,0,2,2,8,0,0,0,0,0,0,0,0,7,2008,82500
582,30,5,1,0,0,1,1,15,0,0,0,2,3,0,0,1,1,0,0,1,0,1,1,5,4,0,2,1,1,0,0,0,3,2009,57625
583,120,0,0,0,0,0,1,7,0,1,0,7,1,1,2,3,0,1,0,2,0,2,1,8,0,1,1,2,1,1,0,0,5,2009,212500
584,120,3,0,0,0,0,3,22,0,2,0,6,0,1,2,3,0,1,0,2,0,2,1,7,0,0,1,2,1,1,0,0,5,2006,164000
585,50,3,0,0,0,0,1,15,0,0,3,6,0,0,2,2,0,0,0,2,0,4,1,8,0,0,2,1,1,1,0,0,4,2006,139000
586,160,1,0,1,0,0,1,4,0,2,1,7,1,1,2,3,0,1,0,2,1,2,1,7,0,0,2,2,1,1,0,0,3,2008,160000
587,85,0,0,0,0,0,1,22,0,0,4,5,0,1,2,1,0,1,0,1,0,2,1,6,0,1,2,2,1,1,0,0,6,2009,149000
588,20,0,0,0,0,0,1,22,0,0,0,5,0,0,2,1,0,1,0,1,0,3,1,6,0,0,1,1,1,1,0,0,11,2009,130000
589,70,3,0,0,2,0,1,14,7,0,1,7,0,3,2,2,0,0,0,2,0,3,1,11,0,0,2,2,1,1,64,0,4,2010,140000
590,20,1,0,0,0,0,0,4,0,0,0,8,1,1,2,3,0,0,0,2,0,3,1,10,0,1,1,2,1,1,0,0,10,2009,264500
591,20,0,0,0,0,0,1,0,0,0,0,5,0,0,2,1,0,1,0,1,0,2,1,7,0,1,1,1,1,1,0,0,5,2006,141000
592,120,1,0,1,0,0,1,4,0,1,0,7,1,1,2,3,0,1,0,1,1,1,1,6,0,0,1,2,1,1,0,0,11,2007,199900
593,20,0,0,0,0,0,1,3,0,0,0,6,0,0,2,1,0,0,1,2,0,2,1,8,0,1,1,2,1,1,0,0,4,2009,167900
594,20,0,0,0,0,0,2,0,0,0,0,6,0,0,2,3,0,0,1,1,0,3,1,8,0,2,1,2,1,1,0,0,6,2007,181900
595,20,1,0,0,0,0,1,4,0,0,0,8,1,1,2,3,0,1,0,2,0,3,1,9,0,0,1,2,1,1,0,0,4,2010,262500
596,60,0,0,0,0,0,1,3,0,0,1,7,0,1,2,3,0,0,0,1,2,4,1,11,0,2,1,2,1,1,0,0,11,2009,230000
597,120,1,0,0,0,0,2,4,0,1,0,9,1,1,2,3,0,1,0,2,0,2,1,7,0,1,1,2,1,1,0,0,1,2008,328900
598,20,0,0,0,0,0,1,7,0,0,0,8,1,1,2,3,0,1,0,2,0,3,1,9,0,0,1,2,1,1,0,0,1,2007,232698
599,20,0,0,0,0,0,0,19,0,0,0,8,1,1,2,3,0,1,0,2,0,2,1,7,0,0,1,3,1,1,0,0,3,2009,221800
600,50,0,0,0,0,0,0,11,0,0,3,5,0,3,2,2,0,1,0,1,1,2,1,8,4,0,6,3,1,0,0,0,6,2008,152400
601,20,0,0,0,0,0,1,19,0,0,0,7,1,1,2,3,0,0,0,2,0,3,1,8,0,1,1,2,1,1,0,0,10,2009,213000
602,60,0,0,0,0,0,1,10,0,0,1,7,1,1,2,3,0,0,0,2,1,3,1,10,0,0,1,2,1,1,0,0,3,2006,184900
603,190,0,0,0,0,0,0,20,0,4,0,5,0,0,2,1,0,1,0,1,0,2,1,6,0,2,1,1,1,1,0,0,6,2006,157000
604,20,0,0,0,0,0,1,11,0,0,0,5,0,0,2,2,0,0,0,1,0,2,1,7,4,1,2,2,1,1,0,0,3,2006,144000
605,20,0,0,0,0,0,1,3,0,0,0,6,0,0,2,3,0,1,0,2,0,2,1,7,0,1,1,2,1,1,0,0,8,2007,192350
606,20,0,0,0,0,0,1,0,0,0,0,7,0,0,2,3,0,0,1,2,0,3,1,8,0,1,1,2,1,1,0,0,10,2007,163500
607,60,0,0,0,0,0,1,10,0,0,1,7,0,1,2,3,0,1,0,2,1,4,1,13,0,1,1,2,1,1,0,0,5,2008,262280
608,20,0,0,0,0,0,1,19,0,0,0,7,1,1,2,3,0,1,0,2,0,3,1,9,0,0,1,2,1,1,0,0,12,2008,214000
609,20,0,0,0,0,0,1,20,0,0,0,6,0,1,2,3,0,0,0,1,0,2,1,7,0,1,1,2,1,1,280,0,7,2006,230000
610,60,0,0,0,0,0,0,7,0,0,1,7,1,1,1,3,0,0,0,2,1,3,1,12,0,1,1,3,1,1,0,0,8,2007,280000
611,20,4,0,0,0,0,0,15,0,0,0,4,0,0,2,2,0,1,0,1,0,3,1,7,0,0,2,2,1,1,0,0,8,2007,140000
612,60,0,0,0,0,0,1,0,6,0,1,6,0,0,2,1,0,0,0,1,1,4,1,9,0,1,1,2,1,1,216,0,6,2010,155000
613,50,4,0,0,0,0,0,15,0,0,6,3,3,3,4,0,1,0,0,1,0,2,1,6,0,0,0,0,0,0,105,0,10,2006,64500
614,60,0,0,0,0,0,2,10,0,0,1,6,1,1,2,3,0,0,1,2,1,3,1,11,0,1,6,4,1,1,0,0,5,2010,218000
615,80,0,0,0,0,0,1,19,0,0,2,5,0,0,5,1,0,0,0,2,0,3,1,8,0,1,2,2,1,1,0,0,6,2007,160000
616,20,1,0,0,0,0,1,4,0,0,0,8,1,1,2,3,0,0,0,2,0,3,1,8,0,0,1,2,1,1,0,0,11,2007,208900
618,160,1,0,1,0,0,1,4,0,1,1,7,1,1,2,3,0,0,0,2,0,2,1,7,0,0,2,2,1,1,0,0,3,2008,146000
619,120,0,0,0,0,0,1,24,0,1,0,8,1,1,2,3,0,1,0,1,1,1,1,6,0,2,1,2,1,1,0,0,12,2008,245500
620,45,3,0,0,2,0,1,13,0,0,6,6,0,3,2,3,0,0,0,1,0,3,1,7,0,0,2,1,2,1,101,0,4,2008,113000
621,20,0,0,0,0,0,4,7,0,0,0,8,1,1,2,3,0,1,0,2,0,3,1,9,0,2,1,3,1,1,0,0,4,2009,296000
622,20,0,0,0,1,0,0,2,0,0,0,9,1,1,2,3,0,1,0,2,0,3,1,10,0,1,1,3,1,1,0,0,7,2007,377426
623,20,0,0,0,0,0,3,7,0,0,0,10,2,1,2,3,0,1,0,2,0,3,1,9,0,1,1,3,1,1,0,0,7,2009,337500
624,20,0,0,0,1,0,1,7,0,0,0,10,2,1,2,3,0,1,0,2,1,2,1,11,0,1,1,3,1,1,0,0,2,2009,552000
625,50,0,0,0,0,0,1,18,0,0,3,4,0,0,2,3,0,0,0,1,0,3,1,6,0,0,1,1,1,1,0,0,4,2006,97900
626,20,1,0,0,0,0,1,4,0,0,0,6,1,1,2,3,0,0,0,2,0,2,1,6,0,0,1,2,1,1,0,0,9,2009,208300
627,60,0,0,0,0,0,1,22,0,0,1,7,0,1,2,3,0,0,0,2,1,3,1,11,0,1,1,3,1,1,0,0,9,2008,213000
628,60,0,0,0,0,0,2,19,0,0,1,7,0,1,2,3,0,0,0,2,1,3,1,11,0,0,1,2,1,1,0,0,7,2008,188000
629,20,0,0,0,0,0,0,0,3,0,0,6,0,0,2,3,0,0,0,1,1,3,1,9,0,1,1,2,1,1,0,0,12,2006,162000
630,50,3,0,0,0,0,1,15,0,0,3,5,0,0,2,1,0,0,0,1,1,4,1,8,0,0,1,1,1,1,0,0,6,2007,152000
631,60,1,0,0,0,0,0,4,0,0,1,7,1,1,2,3,0,0,0,2,1,3,1,11,0,1,1,2,1,1,0,0,5,2010,254900
632,60,0,0,0,0,0,2,10,0,0,1,7,1,1,2,3,0,0,0,2,1,3,1,9,0,0,1,2,1,1,0,0,11,2008,189000
633,20,0,0,0,0,0,2,3,0,0,0,7,1,0,2,1,0,1,0,2,0,3,1,9,0,2,1,2,1,1,0,0,8,2008,235000
634,190,0,0,0,0,0,1,18,0,4,0,5,0,0,2,1,1,1,0,1,0,3,1,6,0,0,2,1,1,1,0,0,8,2008,125000
635,120,0,0,0,0,0,3,6,0,2,0,7,0,0,2,3,0,0,0,1,0,2,1,5,0,0,1,1,1,1,0,0,6,2010,120000
636,20,6,0,0,0,0,1,22,4,0,0,1,0,0,0,1,0,0,0,1,1,3,1,8,1,0,1,1,2,0,135,0,5,2006,81500
637,90,0,1,0,0,0,1,18,0,3,4,6,0,0,2,1,0,1,0,1,0,3,1,6,0,0,0,0,0,1,0,0,5,2007,118500
638,20,1,0,0,0,0,1,4,0,0,0,9,2,1,2,3,0,1,0,2,1,2,1,10,0,1,1,3,1,1,0,0,10,2009,370878
639,90,2,0,0,1,0,1,20,0,3,1,5,0,0,2,1,1,0,0,2,0,4,2,10,0,0,6,3,1,1,0,0,8,2007,145000
640,50,0,0,0,0,0,0,20,0,0,3,7,1,0,2,3,0,0,1,1,1,3,1,10,0,2,1,2,1,1,150,0,5,2008,311500
641,120,0,0,0,0,0,1,8,0,1,0,7,1,1,2,3,0,1,0,2,0,2,1,8,0,1,1,2,1,1,0,0,11,2006,210250
642,60,0,0,0,0,0,0,19,0,0,1,7,1,1,2,3,0,1,0,2,1,3,1,11,0,0,3,2,1,1,0,0,6,2006,200000
643,90,0,0,0,0,0,1,22,0,3,3,5,0,0,0,1,0,0,0,2,0,4,2,10,0,0,1,2,1,1,0,0,8,2009,126000
644,70,0,0,0,0,0,0,14,0,0,1,4,1,3,2,2,0,0,0,1,0,2,1,7,0,0,2,1,1,0,168,0,5,2009,114000
645,70,3,0,0,0,0,1,14,0,0,1,4,1,3,2,1,0,0,0,2,0,3,1,9,0,0,2,2,1,0,160,0,6,2009,87500
646,60,0,0,0,0,0,1,2,0,0,1,8,1,1,2,3,0,1,0,3,1,4,1,14,0,1,3,3,1,1,0,0,7,2007,349265
647,20,0,0,0,0,0,1,10,0,0,0,8,1,1,2,3,0,0,0,2,0,3,1,8,0,0,1,3,1,1,0,0,1,2009,203000
648,20,0,0,0,0,0,1,10,0,0,0,7,1,1,2,3,0,0,0,2,0,3,1,8,0,1,1,2,1,1,0,0,4,2009,189000
649,60,1,0,0,0,0,1,4,0,0,1,7,1,1,2,3,0,1,0,2,1,3,1,9,0,0,1,2,1,1,0,0,3,2009,209000
650,70,3,0,0,0,0,0,14,4,0,1,6,0,3,1,2,0,0,0,2,0,3,1,10,0,0,2,1,1,1,0,0,6,2009,160000
651,20,0,0,0,0,0,2,11,1,0,0,5,0,0,2,1,0,1,0,1,0,2,1,6,0,0,1,2,1,1,0,0,8,2007,129000
652,20,0,0,0,0,0,1,22,0,0,0,5,0,0,2,2,0,1,0,1,0,2,1,7,0,1,1,2,1,1,0,0,4,2006,170000
653,30,0,0,0,0,0,1,20,0,0,0,5,0,1,2,1,1,0,0,1,0,2,1,5,0,1,2,1,4,1,34,0,3,2007,90350
654,50,0,0,0,0,0,0,18,4,0,3,6,0,3,2,0,1,0,0,1,0,2,1,6,0,0,0,0,0,0,128,0,4,2008,79000
655,20,0,0,0,0,0,0,19,0,0,0,5,0,1,2,1,0,1,0,1,0,3,1,6,0,0,1,2,1,1,0,0,7,2006,149900
656,20,0,0,0,0,0,1,0,0,0,0,5,0,0,2,1,0,1,0,1,0,3,1,6,0,0,2,2,1,1,0,0,5,2008,123000
657,70,3,0,1,0,0,1,14,0,0,1,4,0,3,4,0,1,1,0,2,0,4,2,10,2,0,6,3,2,0,90,0,5,2006,87000
658,80,0,0,0,0,0,1,22,0,0,2,6,0,0,2,1,0,1,0,1,0,3,1,7,0,1,1,1,1,1,0,576,7,2008,171000
659,50,0,0,0,0,0,1,0,0,0,3,6,0,0,2,1,0,0,0,1,0,3,1,7,0,0,1,1,1,1,96,0,4,2008,119000
660,20,0,0,0,0,0,1,0,0,0,0,5,0,0,2,1,0,1,0,1,0,3,1,7,0,0,1,1,1,1,0,0,7,2009,132500
661,70,3,0,1,0,0,1,14,0,0,1,8,0,1,2,0,0,0,0,1,0,3,1,8,0,1,2,1,1,1,0,0,6,2008,161000
662,60,0,0,0,0,0,2,19,0,0,1,9,1,1,2,3,0,1,0,2,1,3,1,10,0,1,3,3,1,1,0,0,1,2008,274000
663,20,0,0,0,0,0,3,11,3,0,0,5,0,0,2,1,0,0,0,1,0,3,1,6,0,1,2,1,1,1,0,0,5,2010,125000
664,90,0,0,0,0,0,1,18,0,3,0,5,0,0,2,1,1,0,0,2,0,4,2,10,0,0,0,0,0,0,0,0,7,2007,98500
665,20,0,0,0,0,0,0,9,0,0,0,8,1,1,2,3,0,1,0,2,0,2,1,7,0,1,1,3,1,1,192,0,7,2006,262000
666,20,0,0,0,0,0,1,19,0,0,0,5,0,0,2,1,0,1,0,1,0,2,1,6,0,0,1,2,1,1,0,0,10,2009,134900
667,20,0,0,0,0,0,1,23,0,0,0,5,0,0,2,2,0,0,1,1,1,2,1,7,0,2,1,1,1,1,0,0,7,2007,170000
668,70,0,0,0,0,0,1,20,0,0,1,6,0,3,2,1,0,0,0,1,0,3,1,7,0,1,2,1,1,0,116,0,7,2007,135000
669,60,0,0,0,0,0,1,9,0,0,1,6,1,1,2,3,0,1,0,2,1,4,1,12,0,2,1,2,1,1,0,0,6,2008,290000
670,20,0,0,0,0,0,1,1,0,0,0,7,1,1,2,3,0,0,0,2,0,3,1,8,0,0,1,2,1,1,0,0,8,2007,173500
671,20,0,0,0,2,0,1,18,0,0,1,5,0,0,1,3,0,1,0,3,0,3,1,11,0,0,1,1,1,1,0,0,8,2006,225000
672,20,0,0,0,0,0,2,0,0,0,0,5,0,0,2,1,0,1,0,1,0,2,1,7,0,1,1,2,1,1,0,0,8,2007,140500
673,20,0,0,0,0,0,1,19,0,0,0,5,0,1,2,2,0,0,0,1,0,3,1,6,0,0,1,1,1,1,0,0,4,2007,126000
674,160,1,0,1,0,0,1,4,0,2,1,8,1,1,2,3,0,1,0,2,1,3,1,10,0,0,2,2,1,1,0,0,12,2008,170000
675,20,0,0,0,0,0,2,19,0,0,0,5,0,1,2,3,0,0,1,1,0,3,1,6,0,0,1,2,1,1,0,0,7,2006,156000
676,20,0,0,0,0,0,2,0,0,0,0,5,0,0,2,1,0,1,0,1,0,2,1,7,0,2,1,1,1,1,0,0,12,2006,207500
677,60,1,0,0,0,0,1,4,0,0,1,8,1,1,2,3,0,0,0,2,1,3,1,11,0,0,1,2,1,1,0,0,11,2007,255000
678,180,3,0,0,0,0,1,10,0,2,2,4,0,0,2,1,0,1,0,1,0,1,1,5,0,1,3,1,1,1,120,0,7,2008,94900
679,20,0,0,0,0,0,1,0,0,0,0,5,0,0,2,1,0,0,1,1,0,3,1,7,0,1,1,1,1,1,0,0,3,2007,140000
680,70,3,0,1,0,0,1,14,0,0,1,3,0,3,4,2,0,0,0,1,0,2,1,8,0,0,2,1,1,0,104,0,3,2006,96900
681,20,0,0,0,0,0,2,0,0,0,0,5,0,0,2,3,0,0,0,1,1,3,1,8,0,1,1,2,1,1,0,0,11,2009,154000
682,70,3,0,1,0,0,1,14,0,0,1,8,1,3,2,3,1,0,0,2,1,3,1,10,0,0,2,2,1,1,0,0,5,2007,184900
683,20,0,0,0,0,0,1,7,6,0,0,10,2,1,2,3,0,1,0,2,0,2,1,9,0,1,1,3,1,1,0,0,6,2008,385000
684,30,3,0,1,0,0,1,15,0,0,0,4,0,3,2,3,1,0,0,1,0,2,1,7,0,0,2,1,1,1,0,0,4,2006,106500
685,60,0,0,0,0,0,1,9,0,0,1,8,1,1,2,3,0,1,0,2,1,4,1,13,0,2,3,3,1,1,0,0,9,2009,327000
686,20,0,0,0,0,0,0,4,6,0,0,9,2,1,2,3,0,1,0,2,0,2,1,11,0,2,1,3,1,1,0,0,10,2009,468000
687,50,3,0,0,0,0,0,15,0,0,3,6,0,3,2,1,0,0,0,1,0,3,1,5,0,0,2,1,2,1,148,0,8,2009,135000
688,20,0,0,0,0,0,1,10,1,0,0,6,1,1,2,3,0,0,0,1,1,3,1,8,0,0,2,2,1,1,0,0,3,2006,142500
689,60,0,0,0,0,0,1,0,3,0,1,5,0,0,2,3,0,0,0,1,1,4,1,9,0,0,1,2,1,1,0,0,6,2008,141000
690,190,0,0,0,0,0,1,18,0,4,1,5,0,0,2,1,0,1,0,1,0,3,1,6,0,0,0,0,0,0,148,0,1,2008,107500
691,190,0,0,0,0,0,0,17,0,4,3,5,0,0,2,1,1,1,0,1,0,2,1,5,0,0,2,1,1,1,0,0,7,2007,108500
692,60,0,0,0,0,0,1,10,1,0,1,6,0,1,2,3,0,0,0,2,1,3,1,9,0,0,1,2,1,1,0,0,7,2006,150000
693,50,4,1,0,2,0,1,15,0,0,3,3,0,1,4,0,1,0,0,1,0,2,1,7,0,0,0,0,0,0,0,0,4,2006,78000
694,20,0,0,0,0,0,3,4,3,0,0,8,1,1,2,3,0,0,0,2,0,3,1,9,0,0,1,3,1,1,0,0,6,2008,235128
695,20,0,0,0,3,0,2,16,0,0,0,7,0,0,2,1,0,1,0,2,0,2,1,7,0,2,1,2,1,1,0,0,6,2007,302000
696,20,0,0,0,0,0,2,19,0,0,0,5,0,0,2,1,0,1,0,2,0,2,1,7,2,0,1,2,1,1,239,0,8,2008,163000
697,30,0,0,0,0,0,1,18,3,0,0,3,0,0,0,1,1,0,0,1,0,2,1,6,4,0,2,1,1,0,0,0,4,2010,84900
698,160,0,0,0,0,0,1,6,0,1,1,6,0,0,2,1,0,0,1,2,1,3,1,9,0,1,1,2,1,1,0,0,6,2009,147000
699,70,3,0,1,0,0,0,14,0,0,1,7,1,1,2,3,0,1,0,1,1,4,1,9,2,1,1,1,2,1,0,0,6,2009,155000
700,20,0,0,0,0,0,2,23,0,0,0,7,0,0,2,1,0,1,0,2,0,2,1,8,0,1,1,2,4,1,0,0,7,2006,180000
701,190,3,0,0,0,0,1,15,0,4,1,4,3,2,0,0,1,0,0,2,0,3,2,9,1,0,0,0,0,0,0,0,7,2010,55000
702,80,0,0,0,0,0,0,23,0,0,2,7,1,1,2,3,0,1,0,2,0,3,1,8,0,1,1,2,1,1,0,0,5,2007,187500
703,80,0,0,0,0,0,1,18,0,0,2,6,0,0,2,3,0,1,0,1,0,3,1,7,0,1,2,1,1,1,0,0,10,2009,125000
704,50,0,0,0,0,0,1,20,0,0,3,7,1,0,2,2,0,0,0,1,1,3,1,8,0,1,1,1,2,1,0,0,6,2006,250000
705,30,3,0,0,0,0,1,14,0,0,0,5,0,3,1,1,1,0,0,1,0,2,1,6,0,0,2,1,2,1,96,0,9,2008,78000
706,190,3,0,1,0,0,1,14,0,4,3,4,0,4,2,2,0,0,0,2,0,3,2,11,0,0,0,0,0,0,109,0,6,2008,118000
707,20,0,0,0,0,0,1,7,0,0,0,8,2,1,2,3,0,0,0,2,0,3,1,9,0,0,1,3,1,1,0,0,12,2007,318000
708,60,0,0,0,0,0,1,10,0,0,1,8,1,1,2,3,0,0,0,2,1,3,1,11,0,1,1,2,1,1,0,0,9,2006,215000
709,30,3,0,0,3,0,1,15,0,0,0,4,0,3,2,1,1,0,0,1,0,2,1,5,4,0,0,0,0,0,112,0,6,2006,72000
710,20,0,0,0,0,0,1,3,0,0,0,6,0,0,2,1,0,0,1,2,0,3,1,9,0,1,1,2,1,1,0,0,5,2008,180000
711,20,0,0,0,0,0,1,23,0,0,0,6,0,0,4,1,0,1,0,2,0,3,1,9,2,1,1,2,1,1,0,0,11,2008,184000
712,20,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,0,1,0,1,0,3,1,7,0,0,1,1,1,1,0,0,7,2009,124500
713,90,0,0,0,0,0,0,0,3,3,0,5,0,0,2,1,0,0,0,2,0,4,2,10,0,0,1,2,1,1,0,0,3,2010,135000
714,50,3,0,0,0,0,1,13,0,0,3,6,0,0,2,3,0,0,0,1,1,3,1,8,0,1,2,1,1,1,0,0,7,2008,164900
715,20,0,0,0,0,0,1,3,0,0,0,7,0,0,2,1,0,0,0,1,1,3,1,8,0,0,1,2,1,1,0,0,7,2006,140000
716,20,0,0,0,0,0,1,0,0,0,0,5,0,0,2,2,0,0,0,1,0,3,1,7,0,0,1,1,1,1,0,0,3,2009,128000
717,85,0,0,0,0,0,2,11,0,0,4,6,0,0,2,3,0,0,1,1,0,3,1,7,0,1,5,2,1,1,0,0,5,2008,153000
718,50,3,0,0,0,0,1,14,0,0,3,6,1,3,1,3,0,0,0,1,0,3,1,8,0,0,2,1,2,0,0,0,6,2008,127500
719,20,0,0,0,0,0,1,0,0,0,0,5,0,0,2,2,0,1,0,1,0,3,1,8,0,1,1,1,1,1,0,0,9,2008,141500
720,60,0,0,0,0,0,0,9,0,0,1,8,1,1,2,3,0,1,0,2,1,3,1,12,0,2,1,2,1,1,0,0,4,2010,325000
721,20,0,0,0,0,0,1,3,0,0,0,7,0,1,2,3,0,0,0,2,0,2,1,8,0,1,1,2,1,1,0,0,7,2007,188500
722,20,1,0,1,0,0,1,4,0,0,0,6,1,1,2,2,0,0,0,2,0,2,1,7,0,0,1,2,1,1,0,0,5,2006,185000
723,20,0,0,0,0,0,1,10,1,0,0,6,0,1,1,3,0,1,0,1,0,3,1,7,0,0,0,0,0,1,0,0,6,2008,146000
724,70,3,0,1,0,0,1,14,0,0,1,6,0,3,2,3,0,1,0,1,0,3,1,6,0,1,1,1,1,0,0,0,5,2009,119000
725,160,3,0,0,0,0,1,5,0,2,1,5,0,0,2,1,0,0,0,2,1,3,1,9,0,0,2,1,1,1,0,0,5,2009,112000
726,120,1,0,1,0,0,1,4,0,1,0,8,1,1,2,3,0,1,0,1,1,1,1,6,0,1,1,2,1,1,0,0,4,2006,197000
727,60,0,0,0,0,0,1,7,0,0,1,9,1,1,1,2,0,1,0,2,1,4,1,14,0,1,1,3,1,1,0,0,8,2006,412083
728,20,0,0,0,0,0,2,22,0,0,0,8,1,1,2,3,0,1,0,2,0,3,1,9,0,2,1,3,1,1,0,0,7,2008,271000
729,120,0,0,0,0,0,1,7,0,1,0,7,1,1,2,3,0,1,0,2,0,2,1,8,0,1,1,2,1,1,0,0,3,2007,200000
730,80,0,0,0,0,0,2,3,6,0,2,7,0,0,2,1,0,0,1,2,0,3,1,7,0,1,1,2,1,1,0,0,2,2007,174000
731,20,0,0,0,0,0,1,0,0,0,0,5,0,0,2,1,0,1,0,1,0,3,1,7,0,2,1,1,1,1,0,0,11,2007,156500
732,60,0,0,0,0,0,0,23,0,0,1,6,1,1,2,3,0,1,0,2,1,3,1,10,0,0,1,2,1,1,0,0,7,2007,204000
733,20,0,0,0,0,0,2,11,0,0,0,5,0,0,2,2,0,0,0,1,1,3,1,8,0,0,1,1,1,1,0,0,6,2008,149350
734,20,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,0,0,1,0,2,1,5,0,1,1,1,1,1,120,0,7,2006,137000
735,60,0,0,0,0,0,1,19,0,0,1,7,1,1,2,3,0,0,0,2,1,3,1,11,0,1,1,2,1,1,0,0,7,2008,222500
736,60,0,0,0,0,0,1,1,0,0,1,6,1,1,2,3,0,0,0,2,1,3,1,9,0,0,1,2,1,1,0,0,12,2007,166000
737,30,3,0,1,0,0,1,14,4,0,0,5,0,1,2,1,0,1,0,1,0,2,1,6,0,1,0,0,0,1,135,0,5,2010,109500
738,20,0,0,0,0,0,2,18,0,0,0,4,0,0,0,1,0,0,0,1,0,2,1,7,1,0,1,2,2,1,90,0,10,2009,122000
739,30,3,0,1,0,0,1,14,0,0,0,5,0,3,2,2,0,0,0,1,0,2,1,6,0,1,2,1,2,0,26,0,7,2007,99900
740,20,1,0,0,0,0,1,4,0,0,0,8,1,1,2,3,0,0,0,2,0,3,1,9,0,0,1,3,1,1,0,0,7,2007,249700
741,20,0,0,0,0,0,1,20,0,0,0,6,0,0,2,3,0,0,1,1,0,3,1,7,0,1,1,1,1,1,0,0,8,2009,158500
742,20,0,0,0,0,0,1,10,0,0,0,6,0,1,2,3,0,0,0,1,1,3,1,7,0,0,0,0,0,1,0,0,1,2006,139500
